,Title,Artist,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
11274,Dose,Ciara,0,0rwtN4afj6ikDB3nkcuZ2X,0.808,0.752,7,-5.024,0,0.0733,0.0316,2.50E-05,0.405,0.568,113.993,222190,4
11276,Not Gonna Let Go,Vince Harder,0,1dCaGOuFc0Auyt58nQBLj2,0.358,0.712,7,-3.978,1,0.0824,0.465,0,0.343,0.45,84.842,182508,4
11277,Right Back,Ar'mon & Trey,0,2ElHSLzO8sQTb4hrTHvXDP,0.757,0.405,2,-5.921,0,0.167,0.404,0,0.092,0.704,84.981,177323,4
11278,Hosanna (feat. Dave B),Dan Caplen,0,30fRQc5shauvHRMhoGkmRq,0.667,0.8,6,-2.278,0,0.124,0.117,0,0.0985,0.803,157.063,230353,4
11279,A Drip Like This,Blake,0,0wsrVUjmnD2O3ugoe9UzEp,0.778,0.734,1,-7.786,0,0.208,0.0138,0.000128,0.31,0.613,81.498,159467,4
11280,Avant-Garde,Theia,0,2SanWHomgf0d3ZMdnNooEa,0.708,0.581,10,-8.295,0,0.0671,0.325,0.00023,0.208,0.48,161.016,161739,4
11281,Run (feat. Rag'n'Bone Man),Bugzy Malone,0,1e6y20DzpftrGToH2H3OYN,0.595,0.76,1,-4.514,1,0.0431,0.0957,0,0.0653,0.431,97.066,238867,4
11282,Surprise Me,Mahalia,0,5deVg0xkVdJQZ8at6uuNwB,0.681,0.495,7,-8.06,1,0.0657,0.19,0.0188,0.102,0.263,76.009,219340,4
11283,Girls in the Suburbs Singing Smiths Songs (feat. G-Eazy),Goody Grace,0,38W08mmNoQEBQvIgJJHFYQ,0.564,0.356,9,-13.448,1,0.387,0.439,0,0.0979,0.496,61.638,189027,4
11284,Hoop Dreams (feat. Yhung T.O.),Sage The Gemini,0,3F0KyMfYmipY0BLD7RWRVJ,0.82,0.571,7,-6.491,1,0.198,0.184,0,0.111,0.805,150.044,178826,4
11285,Stepping Out,Keedah & Ganjy,0,5apbZrAfwFWE2rgghG4hvP,0.896,0.541,8,-4.14,0,0.138,0.0075,0,0.105,0.465,106.053,166154,4
11286,Come A Little Closer,Skizzy Mars,0,5vJqgXF46SmfrLVxCCbBYM,0.607,0.861,9,-5.44,1,0.0503,0.000633,0.00298,0.113,0.77,89.973,166105,4
11287,On the Ball,Bryce Vine,0,03F0kSuBhDgD2zWlAwkG8x,0.674,0.74,2,-5.646,1,0.038,0.125,1.12E-05,0.192,0.531,145.959,190704,4
11288,Programs,Mac Miller,0,1883mCuSqnfnrWoq8i3myH,0.88,0.569,10,-6.517,0,0.221,0.0809,5.82E-05,0.214,0.474,134.924,190187,4
11289,Buss It (feat. Chris Brown),Sage The Gemini,0,1v5B5Cmfh7IDevxQqlSo0M,0.831,0.504,4,-5.846,0,0.0532,0.00882,0,0.104,0.26,92.54,159358,4
11290,In the Room: Doesn't Matter (feat. A$AP Ferg and VanJess),Gallant,0,4XGzCx9BNjiAJN1kdTJA5Z,0.707,0.647,9,-4.844,1,0.0469,0.526,0,0.0827,0.588,131.033,247123,4
11291,Must've Been (feat. DRAM) - Chromeo x THEY. Version,Chromeo,0,7vUQZpMRXSXIbR9ggIlB7c,0.666,0.477,11,-9.508,0,0.0583,0.407,3.79E-05,0.108,0.321,73.976,183676,4
11292,A$$hole (No Apologies),Max Frost,0,7nLwL2Kmc07NwzKCVfwyHX,0.641,0.712,0,-5.109,1,0.466,0.355,0,0.21,0.522,170.002,184454,4
11293,imagine if,gnash,0,7nDdxPUC5LbxmspeqkOzt8,0.907,0.452,8,-6.673,1,0.187,0.568,0,0.244,0.691,92.063,197216,4
11294,"Flair (feat. Octavian, Yxng Bane and Suspect)",A2,0,59VegGXRLu6K7WO5jcNz3G,0.715,0.571,1,-5.309,0,0.408,0.0769,0,0.273,0.422,125.976,232381,5
11295,Feelings (Wifey) [feat. Yungen],Crazy Cousinz,0,5CuMr1KC8oMHIBbyduLqI5,0.71,0.658,8,-5.796,0,0.0641,0.154,0,0.0952,0.824,98.012,168438,4
11296,Yamborghini High,A$AP Mob,0,2rqUblDWJKlMVwh9uJc0Vv,0.838,0.765,7,-6.299,1,0.28,0.0283,1.50E-05,0.0779,0.635,137.767,302004,4
11297,Work REMIX,A$AP Ferg,0,7xVLFuuYdAvcTfcP3IG3dS,0.841,0.733,1,-5.077,1,0.142,0.0246,0,0.174,0.284,130.009,283693,4
11298,Strapped,A$AP Twelvyy,0,3U0xbYGTtYZAUv3lEwPebJ,0.724,0.534,8,-8.631,0,0.353,0.459,5.77E-05,0.152,0.112,87.987,197867,4
11299,dothatshit!,Playboi Carti,0,1KzNsOkpQthVwpCJrADJEQ,0.745,0.744,9,-5.56,1,0.254,0.067,0,0.279,0.451,162.965,184964,4
11300,Canal St.,A$AP Rocky,0,0rBMP6VVGRgwnzZCLpijyl,0.696,0.583,3,-9.351,0,0.301,0.308,0,0.0964,0.524,137.079,227427,4
11301,Feels So Good,A$AP Mob,0,28mIIBZt0jAe8k9g52NOsX,0.877,0.375,10,-10.83,1,0.304,0.333,0.0103,0.101,0.0832,77.028,205267,4
11302,Nandos,A$AP Ferg,0,5kk89RYrVuGGNtE2pilxci,0.79,0.654,10,-5.568,0,0.226,0.0388,0,0.125,0.515,136.938,175200,4
11303,"Stay ""100""",Smooky MarGielaa,0,1hJjKYqtVt47RmRR0Q1vDA,0.838,0.482,5,-9.25,0,0.0917,0.0565,0,0.193,0.67,130.037,192052,4
11304,Trillmatic,A$AP Mob,0,4QZxGuNnoAth7qxzVOd3oR,0.837,0.807,11,-3.288,0,0.284,0.0381,0,0.206,0.721,94.968,239240,4
11305,Money Man,A$AP Mob,0,0foRpYmPs9PHIAMyXa5bTc,0.845,0.735,0,-6.077,1,0.302,0.135,0,0.147,0.45,129.993,212120,4
11306,Dump Dump,A$AP Ferg,0,2xgX6htrEkyF90i6cwnOf6,0.65,0.638,8,-5.94,1,0.127,0.207,0,0.266,0.418,134.044,214827,4
11307,Young N***a Living,A$AP Mob,0,3u9HxfcMCFYwJ2R0nkpDWV,0.761,0.696,11,-5.811,0,0.241,0.114,0,0.559,0.272,114.957,258880,4
11308,Black Card,A$AP Mob,0,7yIxGTsByzEpbxmZtyP6rO,0.821,0.567,7,-5.467,1,0.166,0.0143,0,0.144,0.0985,129.976,119147,4
11309,FYBR (First Year Being Rich),A$AP Mob,0,1jNrotshHZUS2wj7MU6Lw9,0.921,0.442,1,-6.347,1,0.287,0.194,6.11E-06,0.0907,0.0552,124.055,211840,4
11310,LVL,A$AP Rocky,0,787rCZF9i4L1cXGMkdyIk4,0.595,0.427,5,-6.764,0,0.054,0.18,1.32E-05,0.121,0.0994,120.085,220133,4
11311,Hop Out,A$AP Twelvyy,0,0wSeTpuEBS5uloIJ9tGhFi,0.87,0.702,11,-4.728,1,0.259,0.0735,0,0.12,0.597,155.061,162893,4
11312,Ghost Ride,Skepta,0,4bdEXTweGw1O4IEMbnn5Tv,0.761,0.735,6,-5.118,0,0.194,0.0493,2.20E-05,0.54,0.579,160.046,207502,4
11313,Get The Bag,A$AP Mob,0,2AyyImkxFBEhfPmIe46Ppl,0.695,0.502,8,-5.389,1,0.279,0.0678,0,0.11,0.447,173.916,256560,3
11314,Wavybone,A$AP Rocky,0,5cYZm4KeDKM8Pw8z5XRKJt,0.7,0.641,2,-8.673,0,0.317,0.0162,3.06E-06,0.206,0.383,149.992,303000,4
11315,Pistol Pete,Billz Raw,0,1LdS21yZTO99iKADCvw9Nb,0.902,0.474,9,-5.227,1,0.122,0.223,0.000129,0.14,0.0811,109.971,200727,4
11316,Nasty's World,A$AP Mob,0,2fCoq1wZzsa18L8mD33iuM,0.665,0.612,10,-7.14,0,0.496,0.0896,0,0.22,0.3,84.005,238840,4
11317,BYF,A$AP Mob,0,6g5exlGGjNqJwIK6OQoolD,0.787,0.68,7,-5.991,0,0.0488,0.0499,0,0.117,0.574,110.016,174627,4
11318,Always On Time,Ja Rule,0,4hrae8atte6cRlSC9a7VCO,0.84,0.706,5,-6.104,0,0.2,0.208,0,0.241,0.839,96.673,245133,4
11319,Ride Wit Me,Nelly,0,3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.80E-06,0.244,0.722,101.875,291782,4
11320,Can't Tell Me Nothing,Kanye West,0,2MIBAmYwiuGoKUlpq9B9sZ,0.596,0.62,5,-6.133,0,0.039,0.0122,0,0.82,0.102,80.029,271600,4
11321,Hot In Herre,Nelly,0,04KTF78FFg8sOHC1BADqbY,0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075,228240,4
11322,Jenny from the Block - Track Masters Remix,Jennifer Lopez,0,4ZOyH6KjomjlqCz3oFqglr,0.844,0.754,6,-5.46,1,0.207,0.00833,3.42E-06,0.0575,0.961,100.002,187840,4
11323,Hustlin',Rick Ross,0,3hQCHzkE5oSA3F1xM8bpcM,0.502,0.652,9,-7.224,1,0.3,0.0849,0,0.0675,0.649,136.04,254093,4
11325,Culo,Lil Jon,0,4tAru66VGVLWYjg90UV4vJ,0.858,0.656,6,-4.96,0,0.358,0.114,0,0.141,0.969,59.972,219080,4
11326,Build Me up Buttercup (Re-Recorded),The Foundations,0,5UrMuHZfcOtS6Bmk85rtmp,0.591,0.579,0,-7.962,1,0.0318,0.15,1.41E-05,0.158,0.668,133.963,174243,4
11327,I'll Be There For You,The Rembrandts,0,15tHagkk8z306XkyOHqiip,0.32,0.917,9,-5.903,1,0.0771,0.0717,0,0.169,0.715,190.757,188360,4
11328,I Heard It Through The Grapevine - Single Version,Gladys Knight & The Pips,0,0J8Cpoywp2nYdT1K01iCFW,0.682,0.729,0,-6.227,1,0.0444,0.148,2.14E-05,0.262,0.884,112.505,166707,4
11329,The Locomotion,Little Eva,0,5xzdDMhFYiuUONB0Mha9VS,0.629,0.782,3,-9.595,1,0.0574,0.709,0.0215,0.304,0.736,128.973,139120,4
11330,I Think I Love You,The Partridge Family,0,22vqiTM3mI3r4P1P2N4qUi,0.413,0.6,3,-9.096,1,0.0412,0.236,0,0.0457,0.725,204.692,175307,4
11331,Leader Of The Pack,The Shangri-Las,0,6wzLLGFlWQ5jqTL13MU069,0.417,0.546,0,-8.71,1,0.0858,0.725,0,0.543,0.31,126.224,173533,4
11332,Fly Me To The Moon - Remastered,Frank Sinatra,0,2dR5WkrpwylTuT3jRWNufa,0.67,0.365,0,-10.158,1,0.0564,0.525,0,0.0575,0.45,119.342,147147,4
11333,Love and Happiness,Al Green,0,6SMHgPgNkhe9lneNTbgtel,0.822,0.457,6,-10.937,1,0.235,0.214,0.000397,0.0766,0.73,99.16,307063,4
11334,Every Little Thing She Does Is Magic - Remastered 2003,The Police,0,44aTAUBF0g6sMkMNE8I5kd,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,260573,4
11335,Here Comes the Sun,Nina Simone,0,1x9ahz0ALGHgbN9wwDjmre,0.415,0.37,1,-12.805,1,0.0378,0.721,1.64E-05,0.0736,0.648,116.85,214093,4
11336,Bailamos - Wild Wild West/Soundtrack Version,Enrique Iglesias,0,6wKm2xwW9utA1RfaEzjxOm,0.624,0.882,7,-4.527,1,0.0393,0.0415,0.00592,0.145,0.554,99.886,215000,4
11337,Rhythm Divine,Enrique Iglesias,0,067sYyLu6IdRP5bCubdSfl,0.622,0.97,9,-2.722,0,0.156,0.13,0,0.188,0.429,102.025,209467,4
11338,"La Copa de la Vida (La Cancion Oficial de la Copa Mundial, Francia '98) - Spanglish Radio Edit",Ricky Martin,0,0KnZ3Fgnqjmz4Sl2OA5zwa,0.713,0.938,5,-6.032,0,0.0481,0.0276,3.21E-05,0.626,0.706,126.974,277427,4
11339,Don't Say Goodbye,Paulina Rubio,0,1yTLDUvJW37nMNucGZfBoA,0.654,0.833,6,-5.193,0,0.0459,0.00396,5.63E-06,0.231,0.696,119.874,289360,4
11340,Eyes Like Yours (Ojos Así),Shakira,0,5I2VapAoss9eQHmuwXfoMt,0.725,0.974,6,-5.323,1,0.0526,0.2,1.43E-05,0.159,0.727,127.054,236867,4
11341,Corazon Espinado,Santana,0,2WoqgtWEBbbBKMDN6Becs7,0.699,0.789,11,-5.173,0,0.0285,0.13,0.287,0.0874,0.962,119.959,274773,4
11342,Shake Your Bon-Bon,Ricky Martin,0,1yKDl9K9lrbIFSpPBzEQtb,0.638,0.937,0,-4.642,1,0.0444,0.0942,0,0.327,0.762,100.03,192333,4
11343,Could I Have This Kiss Forever,Enrique Iglesias,0,1Sr5Z0pqqEWbNAp2Sos1Dt,0.505,0.876,10,-6.107,0,0.0772,0.00375,6.06E-06,0.138,0.443,93.841,235107,4
11344,Una Mujer,Christina Aguilera,0,2vB8or1KxkjthKijpjH09p,0.794,0.827,7,-4.805,1,0.288,0.103,1.32E-06,0.418,0.807,142.163,193760,4
11345,The Ketchup Song (Asereje) - Spanglish Version,Las Ketchup,0,6UEfyhyfhYQsyipxOd95Ie,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.10E-06,0.0924,0.868,184.819,213973,4
11346,You Sang To Me,Marc Anthony,0,2dwhMQsFeHr2S787WxqAqW,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66E-06,0.216,0.741,165.98,347107,4
11347,"Baila - from the film ""Music of the Heart""",Jennifer Lopez,0,6uBEXFyHS0acWcplxEubV3,0.658,0.974,2,-4.329,1,0.0388,0.0092,6.80E-06,0.224,0.638,129.984,232933,4
11348,Amor Gitano,Beyoncé,0,1Kd5Qj9kicqjCw1BjWRzH0,0.491,0.745,4,-5.631,0,0.254,0.473,0,0.239,0.596,167.875,228413,4
11349,Nobody Wants to Be Lonely - Ricky Martin with Christina Aguilera,Ricky Martin,0,45cVyfWuMAg8RNxmkcpmy9,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,252707,4
11350,Baila Casanova,Paulina Rubio,0,0ztfQ5ThvciZnP9I4HOYpS,0.704,0.909,5,-5.642,1,0.0789,0.0515,1.12E-06,0.201,0.787,118.858,226267,4
11351,Genio Atrapado,Christina Aguilera,0,3ne8ipFCs7RUr2K6QoD6BQ,0.625,0.855,1,-5.157,1,0.113,0.345,1.35E-05,0.43,0.904,176.179,217427,4
11352,You Walk Away - Y Tú Te Vas,Chayanne,0,0W2b7s4IEMxqCY530hkKeu,0.618,0.578,4,-8.048,1,0.0312,0.04,2.91E-05,0.0861,0.545,139.994,293213,4
11353,Si No Te Hubiera Conocido,Christina Aguilera,0,2tN1wKPCuQ6xO2sBTQDf1t,0.487,0.558,5,-5.604,1,0.0275,0.694,0,0.131,0.321,81.938,289200,4
11354,Get On Your Feet,Gloria Estefan,0,7awBgmQ3B0YscMXPBwE1gQ,0.724,0.779,9,-10.036,1,0.037,0.102,0.00152,0.129,0.93,123.934,218133,4
11355,"Baby, I'm In Love",Thalía,0,7uJbN79CguwWNbbhIuz1V4,0.574,0.918,8,-2.306,1,0.0495,0.0773,0,0.263,0.754,166.098,234307,4
11356,Sounds Good To Me,Hanne Mjøen,0,4qIK8dPBwW5buRpoCohT9p,0.674,0.697,8,-7.567,1,0.0402,0.194,0.0951,0.195,0.646,106.001,194666,4
11357,Stranger To Me Now,Max Frost,0,5RUDzHQBBYWLW43bmxgxkk,0.694,0.797,4,-3.232,1,0.0612,0.13,8.49E-06,0.0956,0.42,92.914,180651,4
11358,What Do We Do (feat. Alex Aiono),Hazers,0,4SPsdBElXi8Tt3Xsz4J8VT,0.648,0.798,6,-5.172,0,0.0843,0.0175,0,0.123,0.399,107.071,201004,4
11359,Heaven (Don't Have A Name) [feat. Jeremy Renner],Sam Feldt,0,2mRfXNIIxzNfj8X5syN6HM,0.384,0.871,10,-3.926,0,0.0949,0.194,0,0.114,0.359,144.169,176576,4
11360,Backseat Falling,Nora Collins,0,3JKcIJW18uUuD6hmSZwcVc,0.659,0.765,4,-3.869,0,0.0334,0.279,0,0.123,0.573,104.025,163293,4
11361,With My Words,R.LUM.R,0,3U92nMBuVLXrff9TfVCgCs,0.745,0.704,9,-7.137,1,0.146,0.262,0,0.333,0.489,100.031,222442,4
11362,If I Don't Wake Up,outsideOUTSIDE,0,6SbfdDYupzSKvoOoc977pc,0.72,0.728,11,-5.385,1,0.312,0.0379,0,0.104,0.556,75.045,211600,4
11363,Glow (Radio Edit),Luc,0,5ApSpapbHOii56lCGpZyVs,0.651,0.946,5,-4.045,1,0.0303,0.0383,1.03E-05,0.0878,0.516,142.992,244976,4
11364,Numbed Up,ROZES,0,3zMAKowMgefE0HtbhRW1gA,0.735,0.621,7,-4.464,1,0.0576,0.114,0.00481,0.235,0.472,144.078,233920,4
11365,Healing Hands,Conrad Sewell,0,5NFkxKc6RO3qGuCdyVvKJb,0.678,0.78,0,-4.999,1,0.062,0.131,0,0.0733,0.464,105.023,250920,4
11366,Let You Go,Teen Fiction,0,4FG2Dvrnj6h6d2OcL15Ose,0.695,0.733,9,-5.126,1,0.157,0.0339,0,0.26,0.429,99.927,211921,4
11367,Overdose (feat. Chris Brown),AGNEZ MO,0,2jzFNGqC0Q1TeThJTzPL0T,0.405,0.616,5,-5.847,0,0.0889,0.231,0,0.347,0.543,141.029,174251,4
11368,Autopilot,Vök,0,4eHVhxrApgHLUJKRhS0OjB,0.586,0.603,4,-8.865,0,0.0402,0.0155,4.19E-05,0.138,0.556,156.993,225611,4
11369,Betterman,Honors,0,4yE7HVRA3L1cG1oDjPeU9r,0.617,0.486,5,-8.251,1,0.0265,0.0105,0.00189,0.115,0.321,77.978,206154,4
11370,My Hands,Jack Gray,0,1zRSO0qFSsBrT9oxg3L7IO,0.627,0.685,0,-6.365,1,0.031,0.0308,0,0.107,0.447,99.003,200773,4
11371,I Like The Way,Against The Current,0,5fH69xcVMUgnhgXOd1V7bY,0.671,0.804,10,-4.323,0,0.0356,0.0333,1.06E-06,0.152,0.618,120.014,203000,4
11372,Easier Said Than Done,Plested,0,505DTCZsZ0kIRAgOMWzA8O,0.557,0.447,9,-9.682,1,0.0345,0.437,0,0.316,0.345,81.967,201951,4
11373,Skibidi,Little Big,0,4F4TGsDYacEbw4PLAIyJ2e,0.872,0.758,0,-6.006,1,0.0542,8.14E-05,0.387,0.0632,0.91,131.995,163283,4
11374,Damn - Rain or Shine Remix,LIVVIA,0,5vePHtNsT0C1FVbD6umVoK,0.74,0.737,9,-5.229,0,0.0549,0.641,0,0.0688,0.691,99.94,179700,4
11375,Dye Yung,LICK DROP,0,4CV5GL9JWaS7jtJCOh10wK,0.587,0.888,0,-4.745,1,0.112,0.162,0,0.124,0.518,178.031,193149,4
11376,Hop Out The Phantom,Jahlil Beats,0,4e9lSMiAfuU0oKSG3BKkWy,0.703,0.61,2,-7.503,1,0.0582,0.000255,0.696,0.208,0.422,145.998,334564,4
11377,Safely,Homebody,0,3av10htFw5FvFBvOLfY4LM,0.621,0.508,1,-9.915,1,0.0309,0.00305,0.651,0.212,0.165,138.047,142767,4
11378,City,GlobulDub,0,6a3q5vZ7mD0QURERbi7tkZ,0.664,0.533,4,-8.989,0,0.0284,0.000727,0.735,0.765,0.634,127.026,248964,4
11379,Salty,Dylan Sitts,0,7tpXpi5zIYjU29pggln0Ox,0.77,0.242,10,-10.202,0,0.0641,0.0646,0.89,0.111,0.301,139.998,154286,4
11380,Thrones,Chuki Beats,0,6YqroNoDYeQAOUMpdmim9M,0.836,0.352,10,-13.664,0,0.0699,0.00833,0.937,0.123,0.249,139.976,183433,4
11381,Then I Go,Damma Beatz,0,4tWzXmibmahyKiPnDPKll1,0.838,0.464,5,-7.987,0,0.0545,0.126,0.878,0.125,0.254,160.05,192323,4
11382,Astroworld,Minthaze,0,6CI7qe3gt0IsJIbMt6y3Gm,0.784,0.539,6,-10.011,0,0.0636,0.223,0.785,0.0801,0.358,140.023,152694,4
11383,Chopstix,King Cash Beatz,0,681YQB7wqScmlBH1dXtPsN,0.616,0.873,10,-5.04,0,0.0427,0.00993,0.936,0.201,0.411,150.969,184424,4
11384,No Finish,whaTaRWoll Music,0,1CASxNSTPAwBcbydYPd2uw,0.636,0.404,8,-8.313,1,0.0379,0.53,0.956,0.0812,0.457,125.002,203468,4
11385,Reality Check,A P O L L O,0,4t4ObXWi3jKDQxW5IRBkvm,0.86,0.316,1,-13.909,1,0.237,0.0396,0.768,0.0986,0.205,142.015,174273,4
11386,The Keys,Jahlil Beats,0,66F38YpMHTSi9d4raRy4jd,0.544,0.654,1,-6.66,1,0.11,0.000354,0.044,0.186,0.248,102.687,326139,5
11387,This Sixteen - Street Trap Instrumental Mix,Thai Beats,0,33crnWgH6VDNlctnv8s1eK,0.564,0.624,11,-7.426,0,0.0366,2.35E-05,0.881,0.144,0.388,148.486,207936,4
11388,Sophomore,Ballpoint,0,5gZYcLpna5SYY1FkMWfm30,0.657,0.603,8,-9.779,0,0.0393,0.00613,0.867,0.118,0.482,152.007,152332,4
11389,Bang Bang - Hard Trap Beat Mix,Aneesh Bal,0,3M99oojXhASqAs3Cv4JFpF,0.827,0.451,9,-10.387,1,0.0982,0.00682,0.806,0.0958,0.193,124.007,236264,4
11390,Answer,Xander Brown,0,5w9IrgXFyLz9HNfGvYVWSo,0.651,0.764,1,-10.001,1,0.048,0.201,0.979,0.143,0.373,76.008,151579,4
11391,Willy Wonka,Jahlil Beats,0,67o5WrRiXUmCzlkwtgN6rU,0.895,0.798,0,-8.243,1,0.211,0.00371,0.913,0.141,0.846,113.238,310573,5
11392,Crushed,A P O L L O,0,28g5WVuLjMzTibki1zRhln,0.418,0.618,4,-4.859,1,0.188,0.037,0.0168,0.103,0.217,80.027,120000,5
11393,193rd St.,Loud Lord,0,0CULQZr8YZeZ3B0SLgC2ZF,0.641,0.697,10,-11.184,0,0.0477,0.00427,0.678,0.289,0.35,122.042,126353,4
11394,Lex Kino Black,Lex Luger,0,1E4wX3OUG7dhk0G9nGV7Xb,0.755,0.591,2,-9.799,1,0.0567,0.000235,0.873,0.0732,0.153,138.007,154754,4
11395,Frosty,Producer33k,0,2dKPfoHjqpVwHPKhoLueZV,0.752,0.241,1,-17.839,1,0.0688,0.0127,0.915,0.0976,0.316,129.974,199401,3
11396,No Hate,whaTaRWoll Music,0,5otKKNFJZ9uxT2IAVkC9u9,0.715,0.447,7,-6.484,1,0.0378,0.00215,0.903,0.292,0.184,134.978,221440,4
11397,On the Move,JustRuss Beats,0,54T4IsMdTKSQLdYG17DRPx,0.675,0.366,8,-15.808,1,0.105,0.404,0.823,0.105,0.682,151.999,154741,4
11398,Calm Before the Storm (Instrumental),Swagg B,0,2UQTtDOl9K8kgxzKMVnR36,0.703,0.485,1,-11.648,0,0.0362,0.0699,0.498,0.299,0.244,125.483,241018,4
11399,MoneyBaggyo My Story Type Beat,India on the track,0,4aZ6X5zOSEj4lRBcUmZ1Jr,0.765,0.203,4,-22.091,0,0.0479,0.000489,0.21,0.241,0.19,129.992,302707,4
11400,Foul On the Play (Instrumental),Swit Beats,0,1zYkxcqbuZ3D8u8BYdI8Af,0.714,0.457,9,-14.065,1,0.0676,0.401,0.87,0.0851,0.45,141.99,121690,4
11401,Paco,Majk Jutbo,0,3a2nLz2jfjxf5Wj9hOekPJ,0.742,0.53,5,-8.158,0,0.0492,0.0944,0.919,0.156,0.705,95.953,139808,4
11402,333,Ozoyo,0,14W38eqkOQHXbNrloGQChR,0.71,0.637,4,-9.239,1,0.0395,0.15,0.885,0.112,0.343,119.997,222000,4
11403,Young Boss Hog (Instrumental),DJ Trapaholic,0,6aOtH7AWTMFoRvJoETOpKk,0.797,0.293,11,-15.827,0,0.0952,0.00182,0.965,0.114,0.381,129.975,147692,4
11404,Kali Yuga,Clams Casino,0,7vNYfMAh3bvHGmRxve1YAg,0.777,0.812,8,-5.146,1,0.0447,0.26,0.264,0.185,0.452,139.961,140613,3
11405,Est,STU,0,6R8KbgZnmrjcDlPOomyVhQ,0.393,0.426,1,-11.417,0,0.0615,0.786,0.0046,0.0861,0.453,163.57,291740,4
11406,Be Real - Instrumental Beat,Boy Greezy Beats,0,7zlsRqs2QZho0VEWRmuwoZ,0.683,0.496,10,-5.355,0,0.0342,0.00835,0.752,0.215,0.303,130.999,224781,4
11407,Cryo Enemy,Silk Road Assassins,0,5mhHijU4zeIYMk2ak6neCh,0.597,0.635,3,-10.623,0,0.0393,0.00521,0.902,0.087,0.358,129.989,184485,4
11408,Jug Land (Instrumental),Swagg B,0,3e9uxlY1LKd9ph62BenTkA,0.819,0.54,6,-6.044,1,0.0488,0.0617,0.92,0.112,0.366,129.997,230835,4
11409,Candy Floss,Push N' Glide,0,0ynQIWhwyphyNNPJ5fHpwT,0.778,0.577,0,-5.582,1,0.108,0.0591,0.805,0.0737,0.493,77.034,200619,4
11410,Corner Store,Chophouze,0,4ktOzLU4TcxzYfQ3AQozYh,0.813,0.483,5,-9.139,0,0.0462,0.00455,0.922,0.122,0.21,132.999,91794,4
11411,Do This Thing,WZ,0,2Ufwe2xIED4BzonoN6RX4d,0.677,0.486,5,-10.134,0,0.442,0.00036,0.294,0.0983,0.184,140.012,300104,4
11412,Empire (with LMC),Wayvee,0,2BVo7W60QcDAEv6BnlJEAh,0.695,0.451,8,-11.345,1,0.039,0.0343,0.0948,0.0797,0.198,139.984,185966,3
11413,She Love It When I,Nomadic XXL,0,3aIApI5VRaKrCMFCzkLWB4,0.715,0.732,10,-8.971,0,0.0565,8.08E-05,0.948,0.464,0.0448,99.036,198600,4
11414,South Side Story,Young Chop,0,24msFZ8HtIswKkBG41PGS0,0.61,0.558,2,-3.601,1,0.0293,0.000228,0.858,0.236,0.211,132.048,203866,4
11415,Blessing,DJ Yung Vamp,0,2PufhNjQKAxdw5wZB9DOmS,0.842,0.368,5,-7.45,0,0.0473,0.106,0.557,0.155,0.204,120,184000,4
11416,Get Lit,Boy Greezy Beats,0,6tulcEBzx0c13ejb7aswFZ,0.667,0.245,5,-10.287,0,0.0589,0.12,0.521,0.128,0.148,119.933,226064,4
11417,Codeine Dreams,Grim Delarosa,0,1M8Kyai5NjAgqnhdyTUdSM,0.559,0.725,1,-7.664,1,0.0288,0.00148,0.92,0.0594,0.101,139.989,197381,4
11418,Trap Still Bunkin Pt. 2,Loud Lord,0,5G07nutoLhpQcQMjXn3ZjU,0.486,0.614,1,-10.557,1,0.0444,0.000134,0.727,0.113,0.25,125.503,94541,4
11419,Sauce God - Instrumental,Victorino Victomous,0,6USThYyWmjJeiOLPFlJRdd,0.589,0.516,4,-11.915,0,0.0379,0.00278,0.891,0.0868,0.0791,150.006,220839,4
11420,Trap Gang - Instrumental,Newstreetmelody,0,3Ew7abgMnyrvJewMAphqjt,0.684,0.357,9,-14.763,1,0.0437,0.0159,0.914,0.103,0.164,139.962,200047,4
11421,Hate or Glory,Gesaffelstein,0,7Jlqg70T1RhZICoFJmj1Bm,0.699,0.824,2,-5.176,1,0.0664,0.00741,0.939,0.198,0.0895,102.987,288787,4
11422,Nightcall,Kavinsky,0,0U0ldCRmgCqhVvD6ksG63j,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,258413,4
11423,Born To Rage - USA Version,Dada Life,0,2gYnCbFMvz1kpvhrxWReO6,0.581,0.87,0,-5.116,0,0.0867,0.000666,0.544,0.149,0.223,127.991,209883,4
11424,Numbers On The Boards,Pusha T,0,4XkXgUNDVBMj3oJoE8yspZ,0.807,0.556,0,-5.539,0,0.119,0.157,0,0.0906,0.383,87.852,163587,4
11425,Finale,Madeon,0,4ATmY1hv93ehw77LrIdbEh,0.417,0.859,7,-3.169,0,0.0484,0.00612,2.41E-06,0.175,0.179,92.078,204853,4
