,Title,Artist,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
7981,Putyahandzup,Juan Rios,0,2d3Hk6GdHT55CLQAnu94BG,0.809,0.51,9,-9.297,0,0.211,0.516,0.808,0.312,0.493,83.125,81000,4
7982,Green Tea,chief.,0,3O8wVPwskB1ZdoSRiwaAak,0.582,0.223,1,-11.915,0,0.0688,0.766,0.954,0.0658,0.0392,80.093,129000,4
7983,whereucomefrom.,oofoe,0,4tukb1DUFeq8YjydJE8UVA,0.872,0.207,10,-14.776,0,0.425,0.808,0.961,0.114,0.961,77.048,76301,4
7984,Noairleft,Lostiu.,0,03eTzlfvTDaVEJqyL9CCLf,0.604,0.291,0,-13.967,1,0.392,0.798,0.889,0.144,0.111,78.066,110769,1
7985,You're on My Mind,Nokiaa,0,6lGX6NF5I541hyYFLB6VUN,0.651,0.128,2,-14.998,1,0.0511,0.814,0.908,0.0596,0.238,160.001,87000,4
7986,Coolaroonehh.,Smeyeul.,0,32XssW0WgCrAFPtTZy9XJ8,0.585,0.164,9,-14.274,0,0.245,0.927,0.433,0.11,0.177,99.964,99200,4
7987,Loss,Chris Keys,0,3EosD4gp9RdgkemwbuQdaO,0.527,0.187,9,-11.717,1,0.307,0.893,0.919,0.1,0.805,170.397,118933,4
7988,Rest Easy,Cozy Collective,0,7oK04GdOZr7uU3ccbZCOr6,0.42,0.0881,4,-12.717,1,0.293,0.844,0.214,0.151,0.636,211.644,137195,3
7989,singularita t,Bilo 503,0,74qPWFZiZ0IY14JoeKQ1Op,0.422,0.434,3,-10.173,0,0.226,0.967,0.0132,0.106,0.309,81.695,140488,4
7990,Crises,organic_kid,0,5QzUEV4NtpM1HNabxklAOl,0.589,0.194,5,-13.551,1,0.0974,0.972,0.873,0.0841,0.474,82.123,163500,4
7991,"simply, her",frumhere,0,2HQsSlMY8FSvXMoF8sE8l2,0.591,0.403,7,-13.788,1,0.163,0.931,0.823,0.126,0.144,77.173,83500,4
7992,Jaffa Cakes,HM Surf,0,5dA1u4sUJOzgbsSfOui3ON,0.647,0.545,1,-8.015,0,0.0356,0.377,0.554,0.13,0.299,150.002,123200,4
7993,night time,Chill Children,0,0FuBfmT5QuCZFBjGVpAyek,0.723,0.111,0,-15.101,0,0.143,0.902,0.857,0.104,0.733,78.986,59600,4
7994,pigments.,Fushou.,0,2l8Hj0Frz3fEKEtxVd0MpN,0.752,0.322,4,-12.053,0,0.268,0.854,0.933,0.124,0.501,79.899,96217,4
7995,sunday,Smeyeul.,0,52DECUk6ubfu1IWnhaiKC6,0.683,0.103,9,-12.762,0,0.0567,0.9,0.308,0.076,0.197,79.99,96000,4
7996,4 [bump],[bsd.u],0,2V9u4CoNKwP7WV7gJme2LC,0.826,0.391,0,-10.978,1,0.498,0.969,0.025,0.114,0.813,79.139,64719,4
7997,Village,Wun Two,0,1igeI0Dv9OWFjshEH05A1R,0.816,0.216,0,-13.551,1,0.652,0.456,0.0901,0.151,0.972,75.972,75789,4
7998,Aura,JFilt,0,4Y5RSklTEvt3dJTdePISu8,0,0.56,11,-9.866,1,0,0.0774,0.963,0.589,0,0,102536,0
7999,The Road,Flynn,0,6A30LeQiZ781ATWscFIJo3,0.497,0.345,5,-7.666,0,0.181,0.962,0.944,0.108,0.669,77.695,108000,4
8000,aural sex,less.people,0,63zCFKF73wPvX7x4c6s3ko,0.596,0.149,9,-16.955,0,0.0543,0.955,0.688,0.0868,0.165,98.793,194360,4
8001,outerspace,memory,0,34wlgETfevjrvjRTxSFYDc,0.767,0.238,11,-16.318,0,0.746,0.826,0.555,0.102,0.183,87.696,98182,4
8002,Washing Away,goosetaf,0,1FH6WUXqtuYgeSboxIbDJj,0.84,0.453,11,-7.554,1,0.168,0.744,0.00086,0.16,0.648,87.043,112353,4
8003,Sunlight Wake,Dead Gorgeous Records,0,7o7BernRBuMu7gvvzZUwP5,0.833,0.615,3,-9.296,0,0.272,0.959,0.945,0.112,0.843,85.063,95992,4
8004,hope I'm never like that,Joe Nora,0,0QCOwHLaeAUZjQFDYvZvvj,0.771,0.58,0,-10.679,1,0.453,0.872,0.572,0.136,0.43,85.069,94462,4
8005,Cereal Keef,7apes,0,4gTJqdm9ZqxtjmxviRy0sE,0.897,0.386,11,-8.304,1,0.093,0.3,0.761,0.101,0.79,89.998,77333,4
8006,1412,Afluen,0,7EWx4sRu7PQJHAFD1Re9RD,0.914,0.245,4,-9.504,0,0.411,0.303,0.482,0.107,0.648,87.992,109091,4
8007,Reminisce,Howiewonder,0,05Li9s63oMwigFbQJDr2cz,0.393,0.266,9,-15.228,0,0.0634,0.606,0.926,0.11,0.493,75.523,126340,4
8008,lay up,Bonnaz,0,4x7B5sK4tnb9IYCkKGNhWF,0.728,0.318,6,-12.446,1,0.0776,0.182,0.951,0.115,0.909,89.748,93000,4
8009,Wandering Worlds,Tyler Showers,0,4bqjgf35w0wGC10PPKaZmS,0.861,0.296,9,-18.689,1,0.156,0.82,0.597,0.0955,0.508,144.059,127934,4
8010,jk,fragile.,0,6LixUFa8CbYCou6syEaBce,0.718,0.0918,0,-19.474,1,0.0683,0.9,0.865,0.112,0.162,127.975,127773,4
8011,life's short,Soft Eyez,0,0RGh9BCVzIoLfYA3hLtxtL,0.64,0.457,6,-12.804,0,0.468,0.854,0.321,0.078,0.23,157.915,97215,4
8012,Piensa,Kudai,0,6Gb8kX4zgwxNjPq80Jxic2,0.543,0.61,5,-7.988,0,0.029,0.143,0,0.0927,0.291,114.702,197770,3
8013,Intuición,Javiera Mena,0,0NiI7OybxWYrAtTTzKx9Yl,0.696,0.76,1,-5.013,0,0.042,0.00923,0.000174,0.456,0.556,113.008,234027,4
8014,1977,Ana Tijoux,0,7tOAN6w4a1LD0iqkRnIrhZ,0.697,0.685,9,-7.215,0,0.0421,0.00388,0.000506,0.0952,0.578,103.926,201987,4
8015,"Bailar Bien, Bailar Mal",Gepe,0,669xNVrjraLRBLrVBf7sUU,0.737,0.65,10,-8.806,1,0.0453,0.0401,0.000122,0.238,0.812,93.009,225920,4
8016,Tren Al Sur,Los Prisioneros,0,5nvS1vouQkX0HxOohfqCoS,0.585,0.624,9,-8.966,0,0.0746,0.00418,0.0229,0.0765,0.728,180.503,338253,4
8017,La Torre de Babel,Los Tres,0,3AxtYZk8bA3LHaJ1WfYgjj,0.773,0.956,9,-4.163,0,0.114,0.0939,0.00102,0.0687,0.656,120.095,210653,4
8018,Siempre Es Viernes En Mi Corazón,Alex Anwandter,0,0lEBA0QN4sA7jbfmZpUdr7,0.75,0.6,2,-5.518,0,0.0327,0.126,0.0214,0.0727,0.701,126.003,218933,4
8019,Quiero Verte Más,Francisca Valenzuela,0,58ivxJSccwundFnvKKgXdf,0.62,0.612,0,-5.328,1,0.31,0.256,4.68E-06,0.1,0.721,184.981,251707,4
8020,Mataz,Lucybell,0,14B9CL5oq0nsZMq9rbIKeP,0.739,0.583,11,-7.885,1,0.0356,0.0683,0.0131,0.307,0.662,90.037,345467,4
8021,Qué He Sacado Con Quererte,Inti-Illimani,0,2aeaNTidkOdNGsr6uQheWF,0.656,0.366,6,-9.29,0,0.03,0.897,0.0028,0.182,0.463,135.964,286907,4
8022,Los Adolescentes,Dënver,0,4gKwrWBLEvDMawRX6sKXZV,0.583,0.86,2,-5.214,1,0.0337,0.00277,0.00477,0.112,0.279,115.003,407746,4
8023,You (feat. Nora Norman),Dj Bitman,0,3oGqOYEvgeMyQhIZQ6wOyq,0.661,0.689,10,-5.166,0,0.0429,0.318,0.000685,0.114,0.414,110.033,223077,4
8024,Más De La Mitad,Cami,0,6K58QzAlX780MS0nv1kvT9,0.541,0.572,7,-7.295,1,0.0333,0.717,8.14E-05,0.0982,0.125,97.989,248373,4
8025,Sube a Nacer Conmigo Hermano,Los Jaivas,0,4fvBHLNI8Ssmzll6uXdaOr,0.602,0.798,3,-5.227,0,0.0465,0.465,8.78E-05,0.119,0.928,109.924,287387,4
8026,Millones,Camila Moreno,0,6EYVI4zwxzP3EnViyiI5x0,0.483,0.556,2,-5.388,1,0.0344,0.598,0,0.122,0.332,131.786,222433,3
8027,Hablar de Ti,Manuel Garcia,0,6u8L5aiTaBvA45tflwXQR1,0.357,0.3,2,-12.243,1,0.0341,0.834,0.00886,0.0732,0.289,80.657,252000,4
8028,Día Cero,La Ley,0,0LJgnWjRvbM60ieEVAJcAO,0.684,0.763,7,-6.861,0,0.046,0.0438,7.68E-05,0.0916,0.678,99.918,271707,4
8029,Veranito de San Juan,Paz Court,0,5I4e4KwqyruH6YuGMn3IRw,0.565,0.783,4,-7.356,1,0.119,0.454,0.000999,0.726,0.467,75.99,273800,4
8030,Papi ¿Dónde Está El Funk?,Los Tetas,0,7LLnJSI115pNM01RMx5eBQ,0.646,0.683,0,-8.517,0,0.274,0.33,2.65E-05,0.624,0.668,76.886,352373,4
8031,Dejalo,De Saloon,0,1rdOJfZcs2jHTGBpdYz6Pq,0.379,0.949,9,-1.81,1,0.0523,0.0279,0,0.179,0.797,104,219853,4
8032,"Verde, amarillo y rojo",Gondwana,0,4Gu3btu3WVhofFBbSyrwBC,0.389,0.898,4,-6.445,1,0.265,0.617,6.73E-05,0.659,0.697,170.167,338146,4
8033,La espina,Santaferia,0,7Jt7x2PyxQTZ3RjO3qIdOZ,0.566,0.619,7,-6.879,1,0.0419,0.146,1.15E-06,0.0785,0.791,177.97,230400,4
8034,Qué dirá el santo padre,Quilapayún,0,2mCvOkqNMWr8Idyzv4ypDC,0.703,0.707,5,-7.695,0,0.115,0.604,0,0.916,0.526,116.056,169960,4
8035,Inteligencia Dormida,Pedropiedra,0,1mMIvrn5k8K6hsjbFgH6fM,0.781,0.56,2,-6.356,1,0.0491,0.239,0,0.333,0.696,82.963,231840,4
8036,Salto Alto,Ases Falsos,0,53JrD53oTK6pACRGvbTtNr,0.607,0.86,4,-3.966,1,0.033,0.53,2.42E-05,0.173,0.377,123.961,332027,4
8037,Arde Santiago,Adrianigual,0,31FsXjaeZCOH6oCp0en2Od,0.738,0.724,2,-6.467,1,0.0441,0.0376,0.0804,0.251,0.807,119.986,206627,4
8038,Manifiesto,Victor Jara,0,5MBoJQKmhf1EGzVG4znjYg,0.492,0.24,11,-13.386,1,0.0397,0.972,0.141,0.0736,0.279,85.49,269096,3
8039,Dejando Libre el Amor,Chancho En Piedra,0,4IvYW5NRB5U8FE1nHTQkGn,0.822,0.58,0,-8.473,0,0.0303,0.00384,0.00221,0.0758,0.961,119.992,262157,4
8040,Mi Muñeca Me Habló,31 Minutos,0,2VKXvYQYzG3woDyhnQHhOl,0.688,0.608,9,-4.644,0,0.0275,0.539,0,0.295,0.842,98.227,125493,4
8041,Carnavalito del Ciempiés,Nano Stern,0,3LM1vsxyUxNvfYbFiJYTGK,0.651,0.476,0,-8.711,0,0.0843,0.736,3.08E-06,0.175,0.909,89.928,175549,4
8042,La Tortuga Vacilona,La Combo Tortuga,0,7rYLvRRb8dmf9R7jXihxyg,0.698,0.961,11,-5.177,0,0.0889,0.152,0,0.114,0.935,122.185,221213,4
8043,Carnaval,Fernando Milagros,0,5KLQaD87akiYNR321dAlUZ,0.528,0.546,9,-9.958,0,0.0247,0.715,9.60E-06,0.112,0.436,83.528,178347,3
8044,A donde va el amor,Fran Sfeir,0,2cxeTXWIxZDBEAGgKztgdD,0.586,0.663,6,-4.085,0,0.0284,0.202,0,0.193,0.495,138.035,200868,4
8045,Melaza - Remaster 2004,Tiro De Gracia,0,1o8YzYsQuSVS2Ss4OpSdK9,0.738,0.855,10,-7.565,0,0.209,0.39,0,0.152,0.922,97.091,179000,4
8046,Aquí Me Tienes,Consuelo Schuster,0,4wC6o4iy401uXZ1wENz2GH,0.594,0.475,9,-6.18,1,0.0297,0.45,1.07E-06,0.103,0.249,75.928,230707,4
8047,Explorador,Fother Muckers,0,1WuWNzqFRxGngAsTBd83pz,0.709,0.684,8,-5.798,1,0.037,0.0228,0,0.0751,0.728,123.729,171259,4
8048,Help Me,Dj Bitman,0,0P0Xmwg81SFY86Fd9PP5Pu,0.854,0.778,1,-3.585,1,0.049,0.09,4.85E-06,0.104,0.968,106.09,237867,4
8049,Mil Amores,330am,0,6sPMYsNfPTgiKMHfUxKQHi,0.48,0.531,7,-7.19,1,0.0281,0.0191,0,0.118,0.223,75.055,228252,4
8050,Estrellas,Vesta Lugg,0,04W1A1HLSwyUhM690A4jwO,0.676,0.315,10,-14.659,0,0.0292,0.724,0,0.119,0.359,96.949,211885,4
8051,Wokman,Papanegro,0,0TPQWYK1iElqqSusi4tBSA,0.763,0.735,1,-6.609,1,0.196,0.0855,0,0.0484,0.934,112.404,189747,4
8052,Báilalo,Garras de Amor,0,2kXjQNAuP4dBb8gb1xO39E,0.711,0.833,9,-4.601,0,0.0343,0.136,2.12E-05,0.0533,0.857,98.99,229840,4
8053,Me Reparto en Ti,Dulce y Agraz,0,0JKq9LZnq95rroQOpqMZJd,0.562,0.607,11,-7.67,1,0.0253,0.119,0,0.114,0.711,99.975,237429,4
8054,Bailando Como Mono,La Floripondio,0,7GOBsKucPG5Bh8qzStmrQ6,0.678,0.648,7,-6.518,1,0.0312,0.0209,0,0.175,0.971,114.95,186849,4
8055,Que Salgan los Dragones,Chinoy,0,2E8sMRDEg9Zvgvx7KjDHLS,0.378,0.571,9,-8.97,1,0.0334,0.535,4.53E-06,0.105,0.229,128.177,388813,3
8056,Jardines,El Cómodo Silencio De Los Que Hablan Poco,0,4jaHUkjLLsJoYvyIREyiTV,0.547,0.949,11,-5.461,1,0.0355,0.161,0.0187,0.286,0.362,105.961,316413,4
8057,En la Vía,Perrosky,0,4wPwmHE0u2dbJ7qXCTlV21,0.513,0.727,7,-5.029,1,0.0766,0.144,4.98E-05,0.0904,0.831,134.743,200387,4
8058,Señorita,Planeta No,0,3gbe8n26oLANWqnM4kbfJt,0.638,0.79,11,-5.05,1,0.0255,0.00233,0.428,0.298,0.885,103.997,216040,4
8059,Lo Que Aprendí,Carolina Nissen,0,1Xq0f70Tnt3oB6wc0QGMMG,0.697,0.476,1,-8.214,1,0.0322,0.573,0.000211,0.113,0.57,75.04,214174,4
8060,Casa latina,Odisea,0,13IAPVNPp7AT3UrgpJnwv7,0.573,0.811,0,-6.861,0,0.0292,0.0114,0.00155,0.166,0.739,110.978,390960,4
8061,Que Suba El Momento,Prehistöricos,0,7MUzYdWbyZ30iaXFAdb1yF,0.47,0.745,0,-8.234,1,0.0423,0.0179,0.0489,0.117,0.265,145.03,287213,4
8062,Alguna Solución,Los Valentina,0,45tH9lkkBXHuUMjXYqFEKu,0.697,0.722,9,-4.859,1,0.0301,0.00171,0.0166,0.0783,0.55,120.031,270054,4
8063,Pelos,CHC,0,4PB6SAVueCoXMWmxTH2p38,0.919,0.569,6,-4.608,0,0.106,0.159,0.00997,0.0564,0.818,115.009,150726,4
8064,Cae la Noche,Marineros,0,201whRJolw8g2KGGJaMa75,0.654,0.631,9,-7.42,0,0.0272,0.00616,0.171,0.0715,0.65,115.002,265893,4
8065,Los Bajos Vibran En Mi Pecho,Mariel Mariel,0,27nAzQhusAaGLD11Nyr1BL,0.578,0.755,0,-5.804,1,0.136,0.0486,5.59E-05,0.0548,0.639,185.118,232480,4
8066,Me Cargaste,Cristóbal Briceño,0,3vl9tZFivxeUbe700vSl3L,0.964,0.503,6,-7.633,0,0.0451,0.0375,0.0627,0.118,0.823,125.001,261500,4
8067,Danky,Tunacola,0,664BDKN9c2rNt0w1ORDt3v,0.647,0.932,5,-3.88,1,0.0764,0.00359,7.57E-05,0.076,0.366,107.973,275293,4
8068,La Negrita,Vicente Cifuentes,0,1d1nYEnr1Jcg2yT8qXFWuq,0.666,0.55,1,-8.228,0,0.0269,0.41,7.64E-06,0.185,0.795,140.062,154795,4
8069,Nefertiti,Protistas,0,13w7r6wBWYu2qjbCE3kJgj,0.545,0.856,9,-4.685,1,0.0359,0.0418,0.048,0.158,0.441,127.959,265573,3
8070,El House,Alejandro Paz,0,3BoWCLj7Iw9yx4RsuypHlQ,0.75,0.772,4,-8.261,0,0.0527,0.00023,0.919,0.0708,0.335,120.003,293901,4
8071,Tormenta Solar,Fakuta,0,37FyEViuTPs976deU0t4Ox,0.716,0.815,0,-5.883,0,0.0298,0.00209,0.00107,0.102,0.702,117.001,226280,4
8072,Inercia,MKRNI,0,6QLvtmaZbRgbaUmFtnbor5,0.668,0.73,9,-6.595,0,0.0235,0.014,0.405,0.546,0.611,107.981,234240,4
8073,Reptil No Gentil,Playa Gótica,0,0bp2ufjj6T5v23OfflfEVd,0.742,0.675,11,-4.78,0,0.0291,0.0265,0.0314,0.379,0.776,120.016,184938,4
8074,Relax and Mambo,Machito,0,2MF3bZLaQI65YjRp7H4A1D,0.69,0.401,10,-11.051,0,0.0459,0.904,0.553,0.0835,0.484,123.81,189281,4
8075,Ran Kan Kan,Tito Puente,0,3FCN9xduajof2MGIJbWdGe,0.714,0.941,2,-6.177,1,0.0422,0.864,0.817,0.0944,0.773,102.102,190417,4
8076,"Blen, Blen, Blen",Tito Rodriguez,0,0koL9KgFF8DiuNExstwl4X,0.595,0.635,7,-13.106,1,0.0649,0.831,0.0167,0.0677,0.82,123.289,197333,4
8077,El Pito (I'll Never Go Back to Georgia),Joe Cuba,0,4urZ7xOhe9Ss1Yi2t9a9NY,0.697,0.91,7,-7.636,1,0.0704,0.446,0.281,0.233,0.866,154.855,333280,4
8078,La Guarachera,Celia Cruz,0,7kWdf24d03AheJu4KF4mo3,0.503,0.927,0,-5.582,1,0.0557,0.395,0.000472,0.222,0.573,129.272,164987,4
8079,El Cayuco,Tito Puente,0,3j05qtcQlRIVF0a2DOoO68,0.748,0.626,7,-9.086,1,0.0588,0.444,0.166,0.0445,0.91,127.688,155693,4
8080,Mambo Inn,Machito,0,0ZkgDxQ2dva8k5cfE6D63z,0.495,0.76,7,-10.666,1,0.0535,0.715,0.548,0.0951,0.778,92.773,829587,4
8081,Mambo Manila,Tito Rodriguez,0,0gyejcE44IsekC8hL6aylF,0.571,0.802,0,-7.438,0,0.0559,0.806,0.755,0.0592,0.572,147.562,190440,4
8082,Jamaiquino,Machito,0,4lIBI1utET3VT2z1bJkzhn,0.765,0.644,10,-9.38,1,0.0422,0.393,3.91E-05,0.474,0.938,118.216,415307,4
8083,The Peanut Vendor,Pérez Prado,0,7xxsMBXrvi0NDJkwaBikPs,0.605,0.476,9,-10.459,0,0.0589,0.59,0.882,0.19,0.664,120.7,180133,4
8084,Mambo Infierno,Machito & His Afro-Cubans,0,37IPOyonJjOLmOlns8RXhx,0.566,0.504,2,-7.543,0,0.0455,0.761,0.097,0.0599,0.74,90.645,171373,4
8085,Buchipluma Na' Ma',Charlie Palmieri,0,66eyTpvxV8aMlyR1gN6XHt,0.62,0.794,2,-7.685,1,0.0406,0.735,0.0891,0.318,0.924,103.84,326560,4
8086,Yo No Soy Guapo,Eddie Palmieri,0,5xg8xey3cg0LvsY72ssgeI,0.628,0.531,10,-12.856,0,0.0584,0.798,0.469,0.0712,0.932,107.337,307000,4
8087,Que Rico El Mambo,Mambo,0,4ucHP0s9uWaloTQ5HbVyiy,0.743,0.65,7,-8.584,0,0.0378,0.611,0.821,0.14,0.895,101.116,280253,4
8088,Mi Jebita,Orlando Marin,0,3BBoggZMLqL9zbiVJdHa5p,0.549,0.961,0,-2.878,1,0.0619,0.725,0.00123,0.34,0.791,101.163,279536,4
8089,Bochinchosa,Joe Cuba,0,7L4eODuSL77fkoVioQD0Mo,0.706,0.441,8,-18.562,1,0.049,0.907,0.00233,0.146,0.886,87.108,203769,4
8090,Cao Cao Mani Picao,Celia Cruz,0,6QX6sNhLiptL1o5q55OXzW,0.589,0.747,10,-5.847,1,0.176,0.739,0.0349,0.301,0.841,91.159,183827,4
8091,Babarabatiri,Machito,0,61g1xqfBqqEBWJHSfwxr5F,0.472,0.679,7,-11.724,1,0.0601,0.818,0.606,0.0846,0.914,107.27,833493,4
8092,Que Rico,Tito Rodriguez,0,0h4r17dBbbT9TV5YZxQO0Z,0.674,0.757,1,-11.87,1,0.053,0.896,0.453,0.0759,0.903,140.19,176347,4
8093,Mambo,Cachao,0,5EHfeFLbEWeYeNDzTyFby2,0.734,0.5,11,-13.262,0,0.0619,0.168,0.0218,0.0592,0.793,104.471,192235,4
8094,La Pelota,Ray Barretto,0,4DkK1PenbmoVjSEFMurUFp,0.562,0.471,8,-14.053,1,0.0743,0.577,0.00738,0.0452,0.929,126.795,258627,4
8095,María,Tito Rodriguez,0,1vywnMmHHTm8D4zpqq4TdP,0.843,0.483,3,-14.776,1,0.0638,0.906,0.00523,0.113,0.964,141.295,161987,4
8096,Mambo Jambo,Pérez Prado,0,5RZ0Y8ae2DuIBPRNjVGkch,0.653,0.492,5,-17.149,1,0.0531,0.668,0.813,0.19,0.92,121.994,195533,4
8097,Me Lo Dijo Adela (Sweet and Gentle),Machito Orchestra,0,2bnnNe1nrMwAf1jBdaWxZD,0.663,0.645,5,-5.905,1,0.0484,0.571,0.0366,0.287,0.701,127.498,156947,4
8098,Asia Minor,Machito,0,2hZgKc8uJJUsvgIMQQv3uB,0.45,0.723,5,-8.285,1,0.0357,0.582,0.861,0.193,0.893,147.291,181187,4
8099,Mama Guela,Tito Rodriguez,0,4peboQ0PfWsLbjYNYSPgmB,0.624,0.634,5,-7.808,1,0.0496,0.778,0.0167,0.647,0.728,110.462,162893,4
8100,Separala Tambien,La Playa Sextet,0,5HCX01ucQXm6DQBO3z0aTh,0.697,0.428,2,-18.789,0,0.069,0.684,0.00249,0.0708,0.963,89.124,173046,4
8101,Por Que Me Enganas,Charlie Palmieri,0,6a5wswScOVS0b7Zns14jQ5,0.694,0.648,2,-8.914,0,0.044,0.558,0.000413,0.0695,0.821,92.108,254933,4
8102,No Cuentes Conmigo,Tito Rodriguez,0,55mhyCZbjoVCelyCmwR3du,0.698,0.565,8,-10.755,1,0.078,0.781,0.00545,0.0803,0.883,132.829,183413,4
8103,La Toalla,Tito Rodriguez,0,7H6Hu1KiXJGh2HnTIkJywv,0.582,0.781,5,-7.193,0,0.041,0.879,0.0228,0.0705,0.913,104.975,171400,4
8104,Cogele el Golpe,Cachao,0,4nEfMp8OHz46yLs6fCYcfG,0.681,0.81,11,-5.688,1,0.104,0.637,0.396,0.165,0.47,94.18,165773,4
8105,Mambo Is Here to Stay,Machito,0,3NrVV0aTz1g2LNjucnWxMt,0.619,0.626,11,-10.286,1,0.175,0.979,0.807,0.141,0.844,164.288,179073,4
8106,Mambo Gozon,Tito Puente,0,0hk1gSyn3wKgdxqF6qaKUZ,0.711,0.43,4,-15.717,0,0.0816,0.0562,0.883,0.258,0.602,104.986,168987,4
8107,Rico Vacilon,Machito Orchestra,0,2VrhIGVNJkzLwLQL0yCXrg,0.639,0.782,6,-6.396,0,0.0841,0.71,1.88E-05,0.0967,0.755,133.299,164000,4
8108,Charanga Jam,Bobby Marin,0,3iHMDoxbOqkoA9uUJR2yes,0.483,0.788,2,-10.612,1,0.0334,0.325,0.289,0.0906,0.884,106.329,265953,4
8109,Patricia,Pérez Prado,0,205EtD8tQnHDXMkmtYiaHF,0.704,0.638,1,-9.522,1,0.0457,0.0862,0.251,0.115,0.837,137.396,140867,4
8110,Kenya,Machito,0,48MxmM42utTBnvedomKp3C,0.605,0.662,7,-9.698,0,0.0443,0.839,0.782,0.207,0.722,106.029,184787,4
8111,Complicación,Tito Puente,0,1McWg1rZqA1AGhYojNff8c,0.719,0.715,7,-9.358,0,0.0532,0.654,0.00504,0.251,0.961,95.167,200840,4
8112,Si Si No No,Machito,0,0u7PjYa0zIkQSor0a3gFgJ,0.633,0.511,0,-4.77,1,0.0534,0.791,5.29E-05,0.0972,0.677,112.011,196920,4
8113,Hong Kong Mambo,Tito Puente & His Orchestra,0,1QLC5yG0vyDMXsShhpsGsX,0.673,0.599,10,-10.492,0,0.0483,0.844,0.884,0.151,0.732,91.168,225933,4
8114,Mi Chiquita Quiere Bembé,Tito Puente & His Orchestra,0,5GbOYy9AZHOjeZCd3gAa2D,0.636,0.724,9,-8.24,1,0.0428,0.548,0.0227,0.0707,0.923,135.915,235333,4
8115,Saca Tu Mujer,Tito Puente & His Orchestra,0,6E2a4v0Sj2I5vAuaJb2UMO,0.711,0.803,2,-8.789,1,0.0391,0.866,0.87,0.231,0.957,99.64,184827,4
8116,Baile Mi Mambo,Tito Puente,0,4hj0qM3g6ioPpDdBqBxVGK,0.687,0.512,8,-10.49,1,0.0492,0.774,0.0328,0.22,0.961,123.494,187000,4
8117,Varsity Drag - Mambo Jazz Instrumental,Tito Puente,0,023qcEfVt18bVng2maOp9I,0.608,0.656,0,-9.668,1,0.0426,0.76,0.913,0.245,0.653,96.054,170533,4
8118,Papa Loves Mambo,Perry Como,0,62eAoNfrrS84177LOzJMQx,0.674,0.498,0,-10.07,1,0.13,0.512,2.05E-06,0.404,0.747,81.075,162107,4
8119,Aprende a Querer,Orlando Marin,0,1IVGEWPpQtfKuzL2EAJb8n,0.558,0.889,5,-4.069,1,0.1,0.375,4.61E-05,0.11,0.617,110.172,330907,4
8120,In the Name of Love,Martin Garrix,0,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707,4
8121,FRIENDS,Marshmello,0,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,202621,4
8122,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0,1MtUq6Wp1eQ8PC6BbPCj8P,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68E-06,0.0843,0.69,101.965,197933,4
8123,Stay (with Alessia Cara),Zedd,0,0vhyWEEpOwmBtYWm0D44oN,0.689,0.582,5,-5.785,0,0.0675,0.271,0,0.112,0.555,102.05,210880,4
8125,All Falls Down (feat. Juliander),Alan Walker,0,5yFSF6qQA1rcLsQRnBsZgb,0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4
8126,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0,6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4
8127,It Ain’t Me (with Selena Gomez),Kygo,0,12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4
8128,Solo (feat. Demi Lovato),Clean Bandit,0,6kPJZM97LwdG9QIsT7khp6,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66E-05,0.35,0.565,105.005,222653,4
8129,More Than You Know,Axwell /\ Ingrosso,0,6h5PAsRni4IRlxWr6uDPTP,0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,203000,4
8130,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,0,1ZprbP3rZup21GdEHkXU2O,0.736,0.445,0,-8.402,1,0.0556,0.058,1.61E-05,0.214,0.105,117.962,245653,4
8131,No Promises (feat. Demi Lovato),Cheat Codes,0,5lNuqFVMca4vPupY10cH0J,0.739,0.619,10,-6.669,1,0.162,0.0572,0,0.105,0.58,112.961,222787,4
8132,Cake By The Ocean,DNCE,0,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4,-5.445,0,0.0517,0.153,0,0.0371,0.896,119.002,219147,4
8133,There for You,Martin Garrix,0,6jA8HL9i4QGzsj6fjoxp8Y,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,221904,4
